respondent_id,year,tool,usage_frequency,uses,ge_week,scripter,proficiency,increase_proficiency,actuarial_credential,age,where_are_you_located,what_type_of_company_do_you_work_for,actuaries_at_my_organization,years_of_experience
202100004,2021,Google Sheets,Never,FALSE,FALSE,FALSE,Intermediate,FALSE,FCAS,"(30, 40]",United States,Other,"(0, 5]","[5, 10)"
202100004,2021,SAS,Never,FALSE,FALSE,FALSE,Basic,FALSE,FCAS,"(30, 40]",United States,Other,"(0, 5]","[5, 10)"
202100004,2021,Python,Never,FALSE,FALSE,FALSE,Basic,FALSE,FCAS,"(30, 40]",United States,Other,"(0, 5]","[5, 10)"
202100004,2021,Tableau,Never,FALSE,FALSE,FALSE,None,TRUE,FCAS,"(30, 40]",United States,Other,"(0, 5]","[5, 10)"
202100004,2021,MATLAB,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(30, 40]",United States,Other,"(0, 5]","[5, 10)"
202100004,2021,Power BI,Never,FALSE,FALSE,FALSE,None,TRUE,FCAS,"(30, 40]",United States,Other,"(0, 5]","[5, 10)"
202100004,2021,SQL,Never,FALSE,FALSE,FALSE,Intermediate,TRUE,FCAS,"(30, 40]",United States,Other,"(0, 5]","[5, 10)"
202100005,2021,R,Never,FALSE,FALSE,FALSE,Basic,TRUE,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)"
202100005,2021,Excel,Daily,TRUE,TRUE,FALSE,Expert,FALSE,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)"
202100005,2021,Google Sheets,Never,FALSE,FALSE,FALSE,Expert,FALSE,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)"
202100005,2021,SAS,Less,TRUE,FALSE,FALSE,Intermediate,FALSE,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)"
202100005,2021,Python,Never,FALSE,FALSE,FALSE,None,TRUE,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)"
202100005,2021,Tableau,Never,FALSE,FALSE,FALSE,None,FALSE,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)"
202100005,2021,MATLAB,Never,FALSE,FALSE,FALSE,None,FALSE,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)"
202100005,2021,Power BI,Never,FALSE,FALSE,FALSE,None,FALSE,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)"
202100005,2021,SQL,Daily,TRUE,TRUE,FALSE,Expert,FALSE,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)"
202100006,2021,R,Daily,TRUE,TRUE,TRUE,Expert,TRUE,FCAS,"(40, 50]",United States,Broker,"(50, 200]","[15, 20)"
202100006,2021,Excel,Daily,TRUE,TRUE,FALSE,Advanced,FALSE,FCAS,"(40, 50]",United States,Broker,"(50, 200]","[15, 20)"
202100006,2021,Google Sheets,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(40, 50]",United States,Broker,"(50, 200]","[15, 20)"
202100006,2021,SAS,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(40, 50]",United States,Broker,"(50, 200]","[15, 20)"
202100006,2021,Python,Weekly,TRUE,TRUE,TRUE,Expert,FALSE,FCAS,"(40, 50]",United States,Broker,"(50, 200]","[15, 20)"
202100006,2021,Tableau,Less,TRUE,FALSE,FALSE,Basic,FALSE,FCAS,"(40, 50]",United States,Broker,"(50, 200]","[15, 20)"
202100006,2021,MATLAB,Never,FALSE,FALSE,FALSE,Basic,FALSE,FCAS,"(40, 50]",United States,Broker,"(50, 200]","[15, 20)"
202100006,2021,Power BI,Never,FALSE,FALSE,FALSE,Basic,FALSE,FCAS,"(40, 50]",United States,Broker,"(50, 200]","[15, 20)"
202100006,2021,SQL,Less,TRUE,FALSE,FALSE,Intermediate,FALSE,FCAS,"(40, 50]",United States,Broker,"(50, 200]","[15, 20)"
202100007,2021,R,Never,FALSE,FALSE,FALSE,None,TRUE,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)"
202100007,2021,Excel,Daily,TRUE,TRUE,FALSE,Expert,TRUE,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)"
202100007,2021,Google Sheets,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)"
202100007,2021,SAS,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)"
202100007,2021,Python,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)"
202100007,2021,Tableau,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)"
202100007,2021,MATLAB,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)"
202100007,2021,Power BI,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)"
202100007,2021,SQL,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)"
202100008,2021,R,Less,TRUE,FALSE,FALSE,Basic,TRUE,ACAS,"(30, 40]",Other,Consulting,"(0, 5]","[10, 15)"
202100008,2021,Excel,Daily,TRUE,TRUE,FALSE,Expert,TRUE,ACAS,"(30, 40]",Other,Consulting,"(0, 5]","[10, 15)"
202100008,2021,Google Sheets,Less,TRUE,FALSE,FALSE,Advanced,FALSE,ACAS,"(30, 40]",Other,Consulting,"(0, 5]","[10, 15)"
202100008,2021,SAS,Less,TRUE,FALSE,FALSE,Advanced,FALSE,ACAS,"(30, 40]",Other,Consulting,"(0, 5]","[10, 15)"
202100008,2021,Python,Never,FALSE,FALSE,FALSE,None,FALSE,ACAS,"(30, 40]",Other,Consulting,"(0, 5]","[10, 15)"
202100008,2021,Tableau,Never,FALSE,FALSE,FALSE,Basic,FALSE,ACAS,"(30, 40]",Other,Consulting,"(0, 5]","[10, 15)"
202100008,2021,MATLAB,Never,FALSE,FALSE,FALSE,None,FALSE,ACAS,"(30, 40]",Other,Consulting,"(0, 5]","[10, 15)"
202100008,2021,Power BI,Less,TRUE,FALSE,FALSE,Basic,TRUE,ACAS,"(30, 40]",Other,Consulting,"(0, 5]","[10, 15)"
202100008,2021,SQL,Never,FALSE,FALSE,FALSE,None,FALSE,ACAS,"(30, 40]",Other,Consulting,"(0, 5]","[10, 15)"
202100009,2021,R,Less,TRUE,FALSE,FALSE,Intermediate,FALSE,None,NA,Other,Insurance,"(0, 5]","[5, 10)"
202100009,2021,Excel,Daily,TRUE,TRUE,FALSE,Intermediate,FALSE,None,NA,Other,Insurance,"(0, 5]","[5, 10)"
202100009,2021,Google Sheets,Never,FALSE,FALSE,FALSE,None,FALSE,None,NA,Other,Insurance,"(0, 5]","[5, 10)"
202100009,2021,SAS,Daily,TRUE,TRUE,TRUE,Expert,FALSE,None,NA,Other,Insurance,"(0, 5]","[5, 10)"
202100009,2021,Python,Never,FALSE,FALSE,FALSE,None,FALSE,None,NA,Other,Insurance,"(0, 5]","[5, 10)"
202100009,2021,Tableau,Less,TRUE,FALSE,FALSE,None,FALSE,None,NA,Other,Insurance,"(0, 5]","[5, 10)"
202100009,2021,MATLAB,Never,FALSE,FALSE,FALSE,None,FALSE,None,NA,Other,Insurance,"(0, 5]","[5, 10)"
202100009,2021,Power BI,Never,FALSE,FALSE,FALSE,None,FALSE,None,NA,Other,Insurance,"(0, 5]","[5, 10)"
202100009,2021,SQL,Less,TRUE,FALSE,FALSE,Basic,FALSE,None,NA,Other,Insurance,"(0, 5]","[5, 10)"
202100010,2021,R,Never,FALSE,FALSE,FALSE,None,FALSE,ACAS,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)"
202100010,2021,Excel,Daily,TRUE,TRUE,FALSE,Advanced,TRUE,ACAS,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)"
202100010,2021,Google Sheets,Never,FALSE,FALSE,FALSE,Advanced,FALSE,ACAS,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)"
202100010,2021,SAS,Never,FALSE,FALSE,FALSE,None,FALSE,ACAS,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)"
202100010,2021,Python,Never,FALSE,FALSE,FALSE,None,FALSE,ACAS,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)"
202100010,2021,Tableau,Never,FALSE,FALSE,FALSE,None,FALSE,ACAS,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)"
202100010,2021,MATLAB,Never,FALSE,FALSE,FALSE,None,FALSE,ACAS,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)"
202100010,2021,Power BI,Never,FALSE,FALSE,FALSE,None,FALSE,ACAS,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)"
202100010,2021,SQL,Never,FALSE,FALSE,FALSE,Basic,TRUE,ACAS,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)"
202100011,2021,R,Never,FALSE,FALSE,FALSE,NA,FALSE,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)"
202100011,2021,Excel,Daily,TRUE,TRUE,FALSE,Advanced,FALSE,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)"
202100011,2021,Google Sheets,Less,TRUE,FALSE,FALSE,NA,FALSE,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)"
202100011,2021,SAS,Daily,TRUE,TRUE,TRUE,Advanced,FALSE,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)"
202100011,2021,Python,Never,FALSE,FALSE,FALSE,NA,FALSE,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)"
202100011,2021,Tableau,Never,FALSE,FALSE,FALSE,NA,FALSE,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)"
202100011,2021,MATLAB,Never,FALSE,FALSE,FALSE,NA,FALSE,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)"
202100011,2021,Power BI,Less,TRUE,FALSE,FALSE,NA,FALSE,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)"
202100011,2021,SQL,Daily,TRUE,TRUE,FALSE,Intermediate,FALSE,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)"
202100012,2021,R,Less,TRUE,FALSE,FALSE,Basic,TRUE,FCAS,"(40, 50]",United States,Reinsurance,"(10, 25]","[15, 20)"
202100012,2021,Excel,Daily,TRUE,TRUE,FALSE,Advanced,FALSE,FCAS,"(40, 50]",United States,Reinsurance,"(10, 25]","[15, 20)"
202100012,2021,Google Sheets,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(40, 50]",United States,Reinsurance,"(10, 25]","[15, 20)"
202100012,2021,SAS,Never,FALSE,FALSE,FALSE,Basic,FALSE,FCAS,"(40, 50]",United States,Reinsurance,"(10, 25]","[15, 20)"
202100012,2021,Python,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(40, 50]",United States,Reinsurance,"(10, 25]","[15, 20)"
202100012,2021,Tableau,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(40, 50]",United States,Reinsurance,"(10, 25]","[15, 20)"
202100012,2021,MATLAB,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(40, 50]",United States,Reinsurance,"(10, 25]","[15, 20)"
202100012,2021,Power BI,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(40, 50]",United States,Reinsurance,"(10, 25]","[15, 20)"
202100012,2021,SQL,Less,TRUE,FALSE,FALSE,Basic,TRUE,FCAS,"(40, 50]",United States,Reinsurance,"(10, 25]","[15, 20)"
202100013,2021,R,Less,TRUE,FALSE,FALSE,Basic,TRUE,ACAS,"(30, 40]",Canada,Insurance,"(10, 25]","[10, 15)"
202100013,2021,Excel,Daily,TRUE,TRUE,FALSE,Advanced,FALSE,ACAS,"(30, 40]",Canada,Insurance,"(10, 25]","[10, 15)"
202100013,2021,Google Sheets,Never,FALSE,FALSE,FALSE,Intermediate,FALSE,ACAS,"(30, 40]",Canada,Insurance,"(10, 25]","[10, 15)"
202100013,2021,SAS,Monthly,TRUE,FALSE,FALSE,Advanced,FALSE,ACAS,"(30, 40]",Canada,Insurance,"(10, 25]","[10, 15)"
202100013,2021,Python,Never,FALSE,FALSE,FALSE,Basic,TRUE,ACAS,"(30, 40]",Canada,Insurance,"(10, 25]","[10, 15)"
202100013,2021,Tableau,Monthly,TRUE,FALSE,FALSE,Basic,FALSE,ACAS,"(30, 40]",Canada,Insurance,"(10, 25]","[10, 15)"
202100013,2021,MATLAB,Never,FALSE,FALSE,FALSE,None,FALSE,ACAS,"(30, 40]",Canada,Insurance,"(10, 25]","[10, 15)"
202100013,2021,Power BI,Weekly,TRUE,TRUE,FALSE,Basic,TRUE,ACAS,"(30, 40]",Canada,Insurance,"(10, 25]","[10, 15)"
202100013,2021,SQL,Less,TRUE,FALSE,FALSE,Intermediate,FALSE,ACAS,"(30, 40]",Canada,Insurance,"(10, 25]","[10, 15)"
202100014,2021,R,Monthly,TRUE,FALSE,FALSE,Intermediate,TRUE,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)"
202100014,2021,Excel,Daily,TRUE,TRUE,FALSE,Advanced,FALSE,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)"
202100014,2021,Google Sheets,Monthly,TRUE,FALSE,FALSE,Basic,TRUE,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)"
202100014,2021,SAS,Never,FALSE,FALSE,FALSE,Basic,FALSE,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)"
202100014,2021,Python,Never,FALSE,FALSE,FALSE,Basic,FALSE,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)"
202100014,2021,Tableau,Never,FALSE,FALSE,FALSE,Basic,FALSE,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)"
202100014,2021,MATLAB,Never,FALSE,FALSE,FALSE,Intermediate,FALSE,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)"
202100014,2021,Power BI,Never,FALSE,FALSE,FALSE,Basic,FALSE,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)"
202100014,2021,SQL,Less,TRUE,FALSE,FALSE,Intermediate,FALSE,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)"
202100015,2021,R,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(50, 60]",United States,Insurance,"(5, 10]","[20, Inf)"
202100015,2021,Excel,Daily,TRUE,TRUE,FALSE,Advanced,FALSE,FCAS,"(50, 60]",United States,Insurance,"(5, 10]","[20, Inf)"
202100015,2021,Google Sheets,Less,TRUE,FALSE,FALSE,Basic,FALSE,FCAS,"(50, 60]",United States,Insurance,"(5, 10]","[20, Inf)"
202100015,2021,SAS,Monthly,TRUE,FALSE,FALSE,Basic,TRUE,FCAS,"(50, 60]",United States,Insurance,"(5, 10]","[20, Inf)"
202100015,2021,Python,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(50, 60]",United States,Insurance,"(5, 10]","[20, Inf)"
202100015,2021,Tableau,Less,TRUE,FALSE,FALSE,Basic,FALSE,FCAS,"(50, 60]",United States,Insurance,"(5, 10]","[20, Inf)"
202100015,2021,MATLAB,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(50, 60]",United States,Insurance,"(5, 10]","[20, Inf)"
202100015,2021,Power BI,Monthly,TRUE,FALSE,FALSE,Intermediate,TRUE,FCAS,"(50, 60]",United States,Insurance,"(5, 10]","[20, Inf)"
202100015,2021,SQL,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(50, 60]",United States,Insurance,"(5, 10]","[20, Inf)"
202100016,2021,R,Less,TRUE,FALSE,FALSE,Basic,FALSE,FCAS,"(30, 40]",Asia,Reinsurance,"(0, 5]","[10, 15)"
202100016,2021,Excel,Daily,TRUE,TRUE,FALSE,Expert,FALSE,FCAS,"(30, 40]",Asia,Reinsurance,"(0, 5]","[10, 15)"
202100016,2021,Google Sheets,Less,TRUE,FALSE,FALSE,None,FALSE,FCAS,"(30, 40]",Asia,Reinsurance,"(0, 5]","[10, 15)"
202100016,2021,SAS,Less,TRUE,FALSE,FALSE,Basic,FALSE,FCAS,"(30, 40]",Asia,Reinsurance,"(0, 5]","[10, 15)"
202100016,2021,Python,Less,TRUE,FALSE,FALSE,Basic,TRUE,FCAS,"(30, 40]",Asia,Reinsurance,"(0, 5]","[10, 15)"
202100016,2021,Tableau,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(30, 40]",Asia,Reinsurance,"(0, 5]","[10, 15)"
202100016,2021,MATLAB,Less,TRUE,FALSE,FALSE,Intermediate,FALSE,FCAS,"(30, 40]",Asia,Reinsurance,"(0, 5]","[10, 15)"
202100016,2021,Power BI,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(30, 40]",Asia,Reinsurance,"(0, 5]","[10, 15)"
202100016,2021,SQL,Never,FALSE,FALSE,FALSE,Basic,FALSE,FCAS,"(30, 40]",Asia,Reinsurance,"(0, 5]","[10, 15)"
202100017,2021,R,Daily,TRUE,TRUE,TRUE,Advanced,FALSE,FCAS,"(0, 30]",Canada,Insurance,"(50, 200]","(0, 5)"
202100017,2021,Excel,Daily,TRUE,TRUE,FALSE,Advanced,FALSE,FCAS,"(0, 30]",Canada,Insurance,"(50, 200]","(0, 5)"
202100017,2021,Google Sheets,Never,FALSE,FALSE,FALSE,Intermediate,FALSE,FCAS,"(0, 30]",Canada,Insurance,"(50, 200]","(0, 5)"
202100017,2021,SAS,Never,FALSE,FALSE,FALSE,Advanced,FALSE,FCAS,"(0, 30]",Canada,Insurance,"(50, 200]","(0, 5)"
202100017,2021,Python,Weekly,TRUE,TRUE,TRUE,Basic,TRUE,FCAS,"(0, 30]",Canada,Insurance,"(50, 200]","(0, 5)"
202100017,2021,Tableau,Monthly,TRUE,FALSE,FALSE,Basic,FALSE,FCAS,"(0, 30]",Canada,Insurance,"(50, 200]","(0, 5)"
202100017,2021,MATLAB,Never,FALSE,FALSE,FALSE,Basic,FALSE,FCAS,"(0, 30]",Canada,Insurance,"(50, 200]","(0, 5)"
202100017,2021,Power BI,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(0, 30]",Canada,Insurance,"(50, 200]","(0, 5)"
202100017,2021,SQL,Daily,TRUE,TRUE,FALSE,Advanced,FALSE,FCAS,"(0, 30]",Canada,Insurance,"(50, 200]","(0, 5)"
202100018,2021,R,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(30, 40]",Other,Insurance,"(10, 25]","[15, 20)"
202100018,2021,Excel,Daily,TRUE,TRUE,FALSE,Advanced,FALSE,FCAS,"(30, 40]",Other,Insurance,"(10, 25]","[15, 20)"
202100018,2021,Google Sheets,Never,FALSE,FALSE,FALSE,Basic,FALSE,FCAS,"(30, 40]",Other,Insurance,"(10, 25]","[15, 20)"
202100018,2021,SAS,Never,FALSE,FALSE,FALSE,Advanced,FALSE,FCAS,"(30, 40]",Other,Insurance,"(10, 25]","[15, 20)"
202100018,2021,Python,Less,TRUE,FALSE,FALSE,None,TRUE,FCAS,"(30, 40]",Other,Insurance,"(10, 25]","[15, 20)"
202100018,2021,Tableau,Daily,TRUE,TRUE,FALSE,Intermediate,TRUE,FCAS,"(30, 40]",Other,Insurance,"(10, 25]","[15, 20)"
202100018,2021,MATLAB,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(30, 40]",Other,Insurance,"(10, 25]","[15, 20)"
202100018,2021,Power BI,Daily,TRUE,TRUE,FALSE,Intermediate,TRUE,FCAS,"(30, 40]",Other,Insurance,"(10, 25]","[15, 20)"
202100018,2021,SQL,Daily,TRUE,TRUE,FALSE,Advanced,FALSE,FCAS,"(30, 40]",Other,Insurance,"(10, 25]","[15, 20)"
202100019,2021,R,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)"
202100019,2021,Excel,Daily,TRUE,TRUE,FALSE,Expert,FALSE,FCAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)"
202100019,2021,Google Sheets,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)"
202100019,2021,SAS,Never,FALSE,FALSE,FALSE,Basic,FALSE,FCAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)"
202100019,2021,Python,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)"
202100019,2021,Tableau,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)"
202100019,2021,MATLAB,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)"
202100019,2021,Power BI,Never,FALSE,FALSE,FALSE,None,FALSE,FCAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)"
202100019,2021,SQL,Never,FALSE,FALSE,FALSE,Basic,FALSE,FCAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)"
202100020,2021,R,Less,TRUE,FALSE,FALSE,Basic,TRUE,ACAS,"(30, 40]",Canada,Insurance,"(50, 200]","[5, 10)"
202100020,2021,Excel,Daily,TRUE,TRUE,FALSE,Expert,FALSE,ACAS,"(30, 40]",Canada,Insurance,"(50, 200]","[5, 10)"
202100020,2021,Google Sheets,Never,FALSE,FALSE,FALSE,Basic,FALSE,ACAS,"(30, 40]",Canada,Insurance,"(50, 200]","[5, 10)"
202100020,2021,SAS,Less,TRUE,FALSE,FALSE,Intermediate,FALSE,ACAS,"(30, 40]",Canada,Insurance,"(50, 200]","[5, 10)"
202100020,2021,Python,Less,TRUE,FALSE,FALSE,Basic,TRUE,ACAS,"(30, 40]",Canada,Insurance,"(50, 200]","[5, 10)"
202100020,2021,Tableau,Weekly,TRUE,TRUE,FALSE,Intermediate,FALSE,ACAS,"(30, 40]",Canada,Insurance,"(50, 200]","[5, 10)"
202100020,2021,MATLAB,Less,TRUE,FALSE,FALSE,None,FALSE,ACAS,"(30, 40]",Canada,Insurance,"(50, 200]","[5, 10)"
202100020,2021,Power BI,Weekly,TRUE,TRUE,FALSE,Basic,FALSE,ACAS,"(30, 40]",Canada,Insurance,"(50, 200]","[5, 10)"
202100020,2021,SQL,Daily,TRUE,TRUE,FALSE,Expert,FALSE,ACAS,"(30, 40]",Canada,Insurance,"(50, 200]","[5, 10)"
202100021,2021,R,Daily,TRUE,TRUE,TRUE,Expert,TRUE,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[15, 20)"
202100021,2021,Excel,Daily,TRUE,TRUE,FALSE,Expert,FALSE,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[15, 20)"
