respondent_id,year,technique,use
202100014,2021,Time series,TRUE
202100014,2021,AI/deep learning,TRUE
202100014,2021,Chain ladder,TRUE
202100014,2021,Tree-based methods,TRUE
202100014,2021,Unsupervised learning,TRUE
202100014,2021,Frequency Severity,FALSE
202100014,2021,Triangle Based,FALSE
202100014,2021,Simulation,FALSE
202100015,2021,Linear models,TRUE
202100015,2021,Credibility,TRUE
202100015,2021,Premium Adjustment,TRUE
202100015,2021,Excess loss analysis,TRUE
202100015,2021,Bayesian,FALSE
202100015,2021,Bornhuetter-Ferguson,TRUE
202100015,2021,Time series,TRUE
202100015,2021,AI/deep learning,FALSE
202100015,2021,Chain ladder,TRUE
202100015,2021,Tree-based methods,FALSE
202100015,2021,Unsupervised learning,FALSE
202100015,2021,Frequency Severity,FALSE
202100015,2021,Triangle Based,FALSE
202100015,2021,Simulation,FALSE
202100016,2021,Linear models,FALSE
202100016,2021,Credibility,FALSE
202100016,2021,Premium Adjustment,TRUE
202100016,2021,Excess loss analysis,TRUE
202100016,2021,Bayesian,FALSE
202100016,2021,Bornhuetter-Ferguson,TRUE
202100016,2021,Time series,FALSE
202100016,2021,AI/deep learning,FALSE
202100016,2021,Chain ladder,TRUE
202100016,2021,Tree-based methods,FALSE
202100016,2021,Unsupervised learning,FALSE
202100016,2021,Frequency Severity,FALSE
202100016,2021,Triangle Based,FALSE
202100016,2021,Simulation,FALSE
202100017,2021,Linear models,TRUE
202100017,2021,Credibility,FALSE
202100017,2021,Premium Adjustment,FALSE
202100017,2021,Excess loss analysis,FALSE
202100017,2021,Bayesian,FALSE
202100017,2021,Bornhuetter-Ferguson,FALSE
202100017,2021,Time series,FALSE
202100017,2021,AI/deep learning,TRUE
202100017,2021,Chain ladder,FALSE
202100017,2021,Tree-based methods,TRUE
202100017,2021,Unsupervised learning,FALSE
202100017,2021,Frequency Severity,FALSE
202100017,2021,Triangle Based,FALSE
202100017,2021,Simulation,FALSE
202100018,2021,Linear models,FALSE
202100018,2021,Credibility,TRUE
202100018,2021,Premium Adjustment,TRUE
202100018,2021,Excess loss analysis,TRUE
202100018,2021,Bayesian,FALSE
202100018,2021,Bornhuetter-Ferguson,TRUE
202100018,2021,Time series,TRUE
202100018,2021,AI/deep learning,FALSE
202100018,2021,Chain ladder,TRUE
202100018,2021,Tree-based methods,FALSE
202100018,2021,Unsupervised learning,TRUE
202100018,2021,Frequency Severity,FALSE
202100018,2021,Triangle Based,FALSE
202100018,2021,Simulation,FALSE
202100019,2021,Linear models,TRUE
202100019,2021,Credibility,TRUE
202100019,2021,Premium Adjustment,TRUE
202100019,2021,Excess loss analysis,TRUE
202100019,2021,Bayesian,FALSE
202100019,2021,Bornhuetter-Ferguson,TRUE
202100019,2021,Time series,TRUE
202100019,2021,AI/deep learning,FALSE
202100019,2021,Chain ladder,TRUE
202100019,2021,Tree-based methods,FALSE
202100019,2021,Unsupervised learning,FALSE
202100019,2021,Frequency Severity,FALSE
202100019,2021,Triangle Based,FALSE
202100019,2021,Simulation,FALSE
202100020,2021,Linear models,TRUE
202100020,2021,Credibility,FALSE
202100020,2021,Premium Adjustment,FALSE
202100020,2021,Excess loss analysis,TRUE
202100020,2021,Bayesian,FALSE
202100020,2021,Bornhuetter-Ferguson,FALSE
202100020,2021,Time series,FALSE
202100020,2021,AI/deep learning,FALSE
202100020,2021,Chain ladder,FALSE
202100020,2021,Tree-based methods,FALSE
202100020,2021,Unsupervised learning,FALSE
202100020,2021,Frequency Severity,FALSE
202100020,2021,Triangle Based,FALSE
202100020,2021,Simulation,FALSE
202100021,2021,Linear models,TRUE
202100021,2021,Credibility,TRUE
202100021,2021,Premium Adjustment,TRUE
202100021,2021,Excess loss analysis,TRUE
202100021,2021,Bayesian,TRUE
202100021,2021,Bornhuetter-Ferguson,FALSE
202100021,2021,Time series,TRUE
202100021,2021,AI/deep learning,FALSE
202100021,2021,Chain ladder,TRUE
202100021,2021,Tree-based methods,TRUE
202100021,2021,Unsupervised learning,FALSE
202100021,2021,Frequency Severity,FALSE
202100021,2021,Triangle Based,FALSE
202100021,2021,Simulation,FALSE
202100022,2021,Linear models,TRUE
202100022,2021,Credibility,TRUE
202100022,2021,Premium Adjustment,FALSE
202100022,2021,Excess loss analysis,FALSE
202100022,2021,Bayesian,FALSE
202100022,2021,Bornhuetter-Ferguson,FALSE
202100022,2021,Time series,TRUE
202100022,2021,AI/deep learning,FALSE
202100022,2021,Chain ladder,TRUE
202100022,2021,Tree-based methods,TRUE
202100022,2021,Unsupervised learning,TRUE
202100022,2021,Frequency Severity,FALSE
202100022,2021,Triangle Based,FALSE
202100022,2021,Simulation,FALSE
202100023,2021,Linear models,FALSE
202100023,2021,Credibility,TRUE
202100023,2021,Premium Adjustment,TRUE
202100023,2021,Excess loss analysis,TRUE
202100023,2021,Bayesian,FALSE
202100023,2021,Bornhuetter-Ferguson,TRUE
202100023,2021,Time series,FALSE
202100023,2021,AI/deep learning,FALSE
202100023,2021,Chain ladder,TRUE
202100023,2021,Tree-based methods,FALSE
202100023,2021,Unsupervised learning,FALSE
202100023,2021,Frequency Severity,FALSE
202100023,2021,Triangle Based,FALSE
202100023,2021,Simulation,FALSE
202100024,2021,Linear models,TRUE
202100024,2021,Credibility,TRUE
202100024,2021,Premium Adjustment,TRUE
202100024,2021,Excess loss analysis,TRUE
202100024,2021,Bayesian,FALSE
202100024,2021,Bornhuetter-Ferguson,TRUE
202100024,2021,Time series,TRUE
202100024,2021,AI/deep learning,FALSE
202100024,2021,Chain ladder,TRUE
202100024,2021,Tree-based methods,FALSE
202100024,2021,Unsupervised learning,FALSE
202100024,2021,Frequency Severity,FALSE
202100024,2021,Triangle Based,FALSE
202100024,2021,Simulation,FALSE
202100025,2021,Linear models,TRUE
202100025,2021,Credibility,TRUE
202100025,2021,Premium Adjustment,TRUE
202100025,2021,Excess loss analysis,TRUE
202100025,2021,Bayesian,FALSE
202100025,2021,Bornhuetter-Ferguson,TRUE
202100025,2021,Time series,FALSE
202100025,2021,AI/deep learning,FALSE
202100025,2021,Chain ladder,TRUE
202100025,2021,Tree-based methods,FALSE
202100025,2021,Unsupervised learning,FALSE
202100025,2021,Frequency Severity,FALSE
202100025,2021,Triangle Based,FALSE
202100025,2021,Simulation,FALSE
202100026,2021,Linear models,TRUE
202100026,2021,Credibility,FALSE
202100026,2021,Premium Adjustment,TRUE
202100026,2021,Excess loss analysis,TRUE
202100026,2021,Bayesian,FALSE
202100026,2021,Bornhuetter-Ferguson,TRUE
202100026,2021,Time series,TRUE
202100026,2021,AI/deep learning,FALSE
202100026,2021,Chain ladder,TRUE
202100026,2021,Tree-based methods,FALSE
202100026,2021,Unsupervised learning,FALSE
202100026,2021,Frequency Severity,FALSE
202100026,2021,Triangle Based,FALSE
202100026,2021,Simulation,FALSE
202100027,2021,Linear models,TRUE
202100027,2021,Credibility,TRUE
202100027,2021,Premium Adjustment,FALSE
202100027,2021,Excess loss analysis,TRUE
202100027,2021,Bayesian,FALSE
202100027,2021,Bornhuetter-Ferguson,TRUE
202100027,2021,Time series,FALSE
202100027,2021,AI/deep learning,FALSE
202100027,2021,Chain ladder,TRUE
202100027,2021,Tree-based methods,FALSE
202100027,2021,Unsupervised learning,FALSE
202100027,2021,Frequency Severity,FALSE
202100027,2021,Triangle Based,FALSE
202100027,2021,Simulation,FALSE
202100028,2021,Linear models,FALSE
202100028,2021,Credibility,FALSE
202100028,2021,Premium Adjustment,FALSE
202100028,2021,Excess loss analysis,FALSE
202100028,2021,Bayesian,FALSE
202100028,2021,Bornhuetter-Ferguson,TRUE
202100028,2021,Time series,FALSE
202100028,2021,AI/deep learning,FALSE
202100028,2021,Chain ladder,TRUE
202100028,2021,Tree-based methods,FALSE
202100028,2021,Unsupervised learning,FALSE
202100028,2021,Frequency Severity,FALSE
202100028,2021,Triangle Based,FALSE
202100028,2021,Simulation,FALSE
202100029,2021,Linear models,FALSE
202100029,2021,Credibility,TRUE
202100029,2021,Premium Adjustment,FALSE
202100029,2021,Excess loss analysis,FALSE
202100029,2021,Bayesian,FALSE
202100029,2021,Bornhuetter-Ferguson,TRUE
202100029,2021,Time series,TRUE
202100029,2021,AI/deep learning,FALSE
202100029,2021,Chain ladder,TRUE
202100029,2021,Tree-based methods,FALSE
202100029,2021,Unsupervised learning,FALSE
202100029,2021,Frequency Severity,FALSE
202100029,2021,Triangle Based,FALSE
202100029,2021,Simulation,FALSE
202100030,2021,Linear models,FALSE
202100030,2021,Credibility,TRUE
202100030,2021,Premium Adjustment,TRUE
202100030,2021,Excess loss analysis,TRUE
202100030,2021,Bayesian,FALSE
202100030,2021,Bornhuetter-Ferguson,TRUE
202100030,2021,Time series,FALSE
202100030,2021,AI/deep learning,FALSE
202100030,2021,Chain ladder,TRUE
202100030,2021,Tree-based methods,FALSE
202100030,2021,Unsupervised learning,FALSE
202100030,2021,Frequency Severity,FALSE
202100030,2021,Triangle Based,FALSE
202100030,2021,Simulation,FALSE
202100031,2021,Linear models,TRUE
202100031,2021,Credibility,TRUE
202100031,2021,Premium Adjustment,FALSE
202100031,2021,Excess loss analysis,FALSE
202100031,2021,Bayesian,FALSE
202100031,2021,Bornhuetter-Ferguson,TRUE
202100031,2021,Time series,FALSE
202100031,2021,AI/deep learning,FALSE
202100031,2021,Chain ladder,TRUE
202100031,2021,Tree-based methods,FALSE
202100031,2021,Unsupervised learning,FALSE
202100031,2021,Frequency Severity,FALSE
202100031,2021,Triangle Based,FALSE
202100031,2021,Simulation,FALSE
202100032,2021,Linear models,FALSE
202100032,2021,Credibility,TRUE
202100032,2021,Premium Adjustment,FALSE
202100032,2021,Excess loss analysis,TRUE
202100032,2021,Bayesian,FALSE
202100032,2021,Bornhuetter-Ferguson,TRUE
202100032,2021,Time series,TRUE
202100032,2021,AI/deep learning,FALSE
202100032,2021,Chain ladder,TRUE
202100032,2021,Tree-based methods,FALSE
202100032,2021,Unsupervised learning,FALSE
202100032,2021,Frequency Severity,FALSE
202100032,2021,Triangle Based,FALSE
202100032,2021,Simulation,FALSE
202100033,2021,Linear models,FALSE
202100033,2021,Credibility,FALSE
202100033,2021,Premium Adjustment,FALSE
202100033,2021,Excess loss analysis,TRUE
202100033,2021,Bayesian,FALSE
202100033,2021,Bornhuetter-Ferguson,TRUE
202100033,2021,Time series,FALSE
202100033,2021,AI/deep learning,FALSE
202100033,2021,Chain ladder,TRUE
202100033,2021,Tree-based methods,FALSE
202100033,2021,Unsupervised learning,FALSE
202100033,2021,Frequency Severity,FALSE
202100033,2021,Triangle Based,FALSE
202100033,2021,Simulation,FALSE
202100034,2021,Linear models,TRUE
202100034,2021,Credibility,TRUE
202100034,2021,Premium Adjustment,TRUE
202100034,2021,Excess loss analysis,TRUE
202100034,2021,Bayesian,TRUE
202100034,2021,Bornhuetter-Ferguson,FALSE
202100034,2021,Time series,FALSE
202100034,2021,AI/deep learning,TRUE
202100034,2021,Chain ladder,FALSE
202100034,2021,Tree-based methods,TRUE
202100034,2021,Unsupervised learning,TRUE
202100034,2021,Frequency Severity,FALSE
202100034,2021,Triangle Based,FALSE
202100034,2021,Simulation,FALSE
202100035,2021,Linear models,FALSE
202100035,2021,Credibility,FALSE
202100035,2021,Premium Adjustment,FALSE
202100035,2021,Excess loss analysis,FALSE
202100035,2021,Bayesian,FALSE
202100035,2021,Bornhuetter-Ferguson,TRUE
202100035,2021,Time series,FALSE
202100035,2021,AI/deep learning,FALSE
202100035,2021,Chain ladder,TRUE
202100035,2021,Tree-based methods,FALSE
202100035,2021,Unsupervised learning,FALSE
202100035,2021,Frequency Severity,FALSE
202100035,2021,Triangle Based,FALSE
202100035,2021,Simulation,FALSE
202100036,2021,Linear models,TRUE
202100036,2021,Credibility,TRUE
202100036,2021,Premium Adjustment,FALSE
202100036,2021,Excess loss analysis,TRUE
202100036,2021,Bayesian,TRUE
202100036,2021,Bornhuetter-Ferguson,TRUE
202100036,2021,Time series,FALSE
202100036,2021,AI/deep learning,FALSE
202100036,2021,Chain ladder,TRUE
202100036,2021,Tree-based methods,FALSE
202100036,2021,Unsupervised learning,FALSE
202100036,2021,Frequency Severity,FALSE
202100036,2021,Triangle Based,FALSE
202100036,2021,Simulation,FALSE
202100037,2021,Linear models,FALSE
202100037,2021,Credibility,FALSE
202100037,2021,Premium Adjustment,FALSE
202100037,2021,Excess loss analysis,FALSE
202100037,2021,Bayesian,FALSE
202100037,2021,Bornhuetter-Ferguson,TRUE
202100037,2021,Time series,FALSE
202100037,2021,AI/deep learning,FALSE
202100037,2021,Chain ladder,TRUE
202100037,2021,Tree-based methods,FALSE
202100037,2021,Unsupervised learning,FALSE
202100037,2021,Frequency Severity,FALSE
202100037,2021,Triangle Based,FALSE
202100037,2021,Simulation,FALSE
202100038,2021,Linear models,TRUE
202100038,2021,Credibility,FALSE
202100038,2021,Premium Adjustment,FALSE
202100038,2021,Excess loss analysis,TRUE
202100038,2021,Bayesian,FALSE
202100038,2021,Bornhuetter-Ferguson,TRUE
202100038,2021,Time series,TRUE
202100038,2021,AI/deep learning,FALSE
202100038,2021,Chain ladder,TRUE
202100038,2021,Tree-based methods,FALSE
202100038,2021,Unsupervised learning,FALSE
202100038,2021,Frequency Severity,FALSE
202100038,2021,Triangle Based,FALSE
202100038,2021,Simulation,FALSE
202100039,2021,Linear models,FALSE
202100039,2021,Credibility,TRUE
202100039,2021,Premium Adjustment,FALSE
202100039,2021,Excess loss analysis,FALSE
202100039,2021,Bayesian,FALSE
202100039,2021,Bornhuetter-Ferguson,FALSE
202100039,2021,Time series,FALSE
202100039,2021,AI/deep learning,FALSE
202100039,2021,Chain ladder,FALSE
202100039,2021,Tree-based methods,FALSE
202100039,2021,Unsupervised learning,FALSE
202100039,2021,Frequency Severity,FALSE
202100039,2021,Triangle Based,FALSE
202100039,2021,Simulation,FALSE
202100040,2021,Linear models,FALSE
202100040,2021,Credibility,FALSE
202100040,2021,Premium Adjustment,FALSE
202100040,2021,Excess loss analysis,FALSE
202100040,2021,Bayesian,FALSE
202100040,2021,Bornhuetter-Ferguson,FALSE
202100040,2021,Time series,FALSE
202100040,2021,AI/deep learning,FALSE
202100040,2021,Chain ladder,FALSE
202100040,2021,Tree-based methods,FALSE
202100040,2021,Unsupervised learning,FALSE
202100040,2021,Frequency Severity,FALSE
202100040,2021,Triangle Based,FALSE
202100040,2021,Simulation,FALSE
202100041,2021,Linear models,FALSE
202100041,2021,Credibility,FALSE
202100041,2021,Premium Adjustment,TRUE
202100041,2021,Excess loss analysis,FALSE
202100041,2021,Bayesian,FALSE
202100041,2021,Bornhuetter-Ferguson,FALSE
202100041,2021,Time series,TRUE
202100041,2021,AI/deep learning,FALSE
202100041,2021,Chain ladder,TRUE
202100041,2021,Tree-based methods,FALSE
202100041,2021,Unsupervised learning,FALSE
202100041,2021,Frequency Severity,FALSE
202100041,2021,Triangle Based,FALSE
202100041,2021,Simulation,FALSE
202100042,2021,Linear models,TRUE
202100042,2021,Credibility,TRUE
202100042,2021,Premium Adjustment,TRUE
202100042,2021,Excess loss analysis,TRUE
202100042,2021,Bayesian,FALSE
202100042,2021,Bornhuetter-Ferguson,FALSE
202100042,2021,Time series,TRUE
202100042,2021,AI/deep learning,FALSE
202100042,2021,Chain ladder,FALSE
202100042,2021,Tree-based methods,TRUE
202100042,2021,Unsupervised learning,TRUE
202100042,2021,Frequency Severity,FALSE
202100042,2021,Triangle Based,FALSE
202100042,2021,Simulation,FALSE
202100043,2021,Linear models,TRUE
202100043,2021,Credibility,TRUE
202100043,2021,Premium Adjustment,TRUE
202100043,2021,Excess loss analysis,TRUE
202100043,2021,Bayesian,FALSE
202100043,2021,Bornhuetter-Ferguson,TRUE
202100043,2021,Time series,TRUE
202100043,2021,AI/deep learning,TRUE
202100043,2021,Chain ladder,TRUE
202100043,2021,Tree-based methods,TRUE
202100043,2021,Unsupervised learning,TRUE
202100043,2021,Frequency Severity,FALSE
202100043,2021,Triangle Based,FALSE
202100043,2021,Simulation,FALSE
202100044,2021,Linear models,FALSE
202100044,2021,Credibility,FALSE
202100044,2021,Premium Adjustment,FALSE
202100044,2021,Excess loss analysis,FALSE
202100044,2021,Bayesian,FALSE
202100044,2021,Bornhuetter-Ferguson,TRUE
202100044,2021,Time series,FALSE
202100044,2021,AI/deep learning,FALSE
202100044,2021,Chain ladder,TRUE
202100044,2021,Tree-based methods,FALSE
202100044,2021,Unsupervised learning,FALSE
202100044,2021,Frequency Severity,FALSE
202100044,2021,Triangle Based,FALSE
202100044,2021,Simulation,FALSE
202100045,2021,Linear models,FALSE
202100045,2021,Credibility,FALSE
202100045,2021,Premium Adjustment,FALSE
202100045,2021,Excess loss analysis,FALSE
202100045,2021,Bayesian,FALSE
202100045,2021,Bornhuetter-Ferguson,FALSE
202100045,2021,Time series,FALSE
202100045,2021,AI/deep learning,FALSE
202100045,2021,Chain ladder,FALSE
202100045,2021,Tree-based methods,FALSE
202100045,2021,Unsupervised learning,FALSE
202100045,2021,Frequency Severity,FALSE
202100045,2021,Triangle Based,FALSE
202100045,2021,Simulation,FALSE
202100046,2021,Linear models,TRUE
202100046,2021,Credibility,TRUE
202100046,2021,Premium Adjustment,TRUE
202100046,2021,Excess loss analysis,TRUE
202100046,2021,Bayesian,TRUE
202100046,2021,Bornhuetter-Ferguson,TRUE
202100046,2021,Time series,TRUE
202100046,2021,AI/deep learning,FALSE
202100046,2021,Chain ladder,TRUE
202100046,2021,Tree-based methods,TRUE
202100046,2021,Unsupervised learning,TRUE
202100046,2021,Frequency Severity,FALSE
202100046,2021,Triangle Based,FALSE
202100046,2021,Simulation,FALSE
202100047,2021,Linear models,FALSE
202100047,2021,Credibility,TRUE
202100047,2021,Premium Adjustment,FALSE
202100047,2021,Excess loss analysis,TRUE
202100047,2021,Bayesian,FALSE
202100047,2021,Bornhuetter-Ferguson,TRUE
202100047,2021,Time series,FALSE
202100047,2021,AI/deep learning,FALSE
202100047,2021,Chain ladder,TRUE
202100047,2021,Tree-based methods,FALSE
202100047,2021,Unsupervised learning,FALSE
202100047,2021,Frequency Severity,FALSE
202100047,2021,Triangle Based,FALSE
202100047,2021,Simulation,FALSE
202100048,2021,Linear models,FALSE
202100048,2021,Credibility,TRUE
202100048,2021,Premium Adjustment,TRUE
202100048,2021,Excess loss analysis,TRUE
202100048,2021,Bayesian,FALSE
202100048,2021,Bornhuetter-Ferguson,TRUE
202100048,2021,Time series,FALSE
202100048,2021,AI/deep learning,FALSE
202100048,2021,Chain ladder,TRUE
202100048,2021,Tree-based methods,FALSE
202100048,2021,Unsupervised learning,FALSE
202100048,2021,Frequency Severity,FALSE
202100048,2021,Triangle Based,FALSE
202100048,2021,Simulation,FALSE
202100049,2021,Linear models,FALSE
202100049,2021,Credibility,FALSE
202100049,2021,Premium Adjustment,FALSE
202100049,2021,Excess loss analysis,FALSE
202100049,2021,Bayesian,FALSE
202100049,2021,Bornhuetter-Ferguson,FALSE
202100049,2021,Time series,TRUE
202100049,2021,AI/deep learning,TRUE
202100049,2021,Chain ladder,FALSE
202100049,2021,Tree-based methods,FALSE
202100049,2021,Unsupervised learning,FALSE
202100049,2021,Frequency Severity,FALSE
202100049,2021,Triangle Based,FALSE
202100049,2021,Simulation,FALSE
202100050,2021,Linear models,FALSE
202100050,2021,Credibility,FALSE
202100050,2021,Premium Adjustment,FALSE
202100050,2021,Excess loss analysis,FALSE
202100050,2021,Bayesian,FALSE
202100050,2021,Bornhuetter-Ferguson,FALSE
202100050,2021,Time series,FALSE
202100050,2021,AI/deep learning,FALSE
202100050,2021,Chain ladder,TRUE
202100050,2021,Tree-based methods,FALSE
202100050,2021,Unsupervised learning,FALSE
202100050,2021,Frequency Severity,FALSE
202100050,2021,Triangle Based,FALSE
202100050,2021,Simulation,FALSE
202100051,2021,Linear models,TRUE
202100051,2021,Credibility,TRUE
202100051,2021,Premium Adjustment,TRUE
202100051,2021,Excess loss analysis,TRUE
202100051,2021,Bayesian,FALSE
202100051,2021,Bornhuetter-Ferguson,FALSE
202100051,2021,Time series,FALSE
202100051,2021,AI/deep learning,FALSE
202100051,2021,Chain ladder,FALSE
202100051,2021,Tree-based methods,FALSE
202100051,2021,Unsupervised learning,FALSE
202100051,2021,Frequency Severity,FALSE
202100051,2021,Triangle Based,FALSE
202100051,2021,Simulation,FALSE
202100052,2021,Linear models,TRUE
202100052,2021,Credibility,TRUE
202100052,2021,Premium Adjustment,TRUE
202100052,2021,Excess loss analysis,TRUE
202100052,2021,Bayesian,FALSE
